SOURCE	TARGET	WEIGHT
paris	juin	1.26649493819e-05
premier	ordre	1.26649493819e-05
recourir	à	1.26649493819e-05
service	à	1.26649493819e-05
volume	broché	1.26649493819e-05
à	fr	1.26649493819e-05
donner	satisfaction	1.25877240808e-05
faire	partie	1.25877240808e-05
lt	paris	1.25877240808e-05
pu	faire	1.25877240808e-05
rive	gauche	1.25877240808e-05
à	ter	1.25877240808e-05
corbeil	avoines	1.25104987797e-05
invité	à	1.25104987797e-05
ministre	do	1.25104987797e-05
ministère	public	1.25104987797e-05
musée	visions	1.25104987797e-05
passer	à	1.25104987797e-05
propres	à	1.25104987797e-05
recours	à	1.25104987797e-05
salle	à	1.25104987797e-05
temps	après	1.25104987797e-05
valeurs	russes	1.25104987797e-05
à	créer	1.25104987797e-05
comité	consultatif	1.24332734786e-05
devrait	être	1.24332734786e-05
obligations	cours	1.24332734786e-05
à	moitié	1.24332734786e-05
avoir	pris	1.23560481775e-05
berlin	mars	1.23560481775e-05
français	cristallisés	1.23560481775e-05
loi	relatif	1.23560481775e-05
moyen	âge	1.23560481775e-05
petite	fille	1.23560481775e-05
sucres	cristallisés	1.23560481775e-05
vaut	mieux	1.23560481775e-05
élections	générales	1.23560481775e-05
code	pénal	1.22788228764e-05
juge	suppléant	1.22788228764e-05
suif	pressé	1.22788228764e-05
ainsi	suit	1.22015975752e-05
nouveau	journal	1.22015975752e-05
panama	rio	1.22015975752e-05
veuillez	agréer	1.22015975752e-05
été	donnée	1.22015975752e-05
été	prises	1.22015975752e-05
congrès	international	1.21243722741e-05
discussion	générale	1.21243722741e-05
gouvernement	italien	1.21243722741e-05
marchandises	paris	1.21243722741e-05
sir	james	1.21243722741e-05
traite	à	1.21243722741e-05
données	à	1.2047146973e-05
dès	maintenant	1.2047146973e-05
guerre	à	1.2047146973e-05
janvier	itme	1.2047146973e-05
répondant	à	1.2047146973e-05
société	nationale	1.2047146973e-05
vint	à	1.2047146973e-05
à	fin	1.2047146973e-05
marseille	vendu	1.19699216719e-05
premier	étage	1.19699216719e-05
suez	société	1.19699216719e-05
ville	à	1.19699216719e-05
à	actuelle	1.19699216719e-05
inférieure	à	1.18926963708e-05
mauvais	temps	1.18926963708e-05
prince	ferdinand	1.18926963708e-05
queue	pianos	1.18926963708e-05
renseignements	à	1.18926963708e-05
à	gaz	1.18926963708e-05
assistaient	à	1.18154710697e-05
croit	savoir	1.18154710697e-05
dern	total	1.18154710697e-05
faire	valoir	1.18154710697e-05
parti	pris	1.18154710697e-05
particuliers	allemagne	1.18154710697e-05
pris	place	1.18154710697e-05
réuni	hier	1.18154710697e-05
était	trop	1.18154710697e-05
appelée	à	1.17382457686e-05
cuivre	à	1.17382457686e-05
fort	à	1.17382457686e-05
à	manger	1.17382457686e-05
bombay	calcutta	1.16610204675e-05
lettre	à	1.16610204675e-05
obligations	dente	1.16610204675e-05
pourraient	être	1.16610204675e-05
satisfaction	à	1.16610204675e-05
sucres	rm	1.16610204675e-05
vendeurs	à	1.16610204675e-05
vienne	napoléons	1.16610204675e-05
vin	rue	1.16610204675e-05
chicago	roux	1.15837951664e-05
rente	foncière	1.15837951664e-05
santos	bon	1.15837951664e-05
à	accepter	1.15837951664e-05
à	livrer	1.15837951664e-05
été	reçus	1.15837951664e-05
être	mis	1.15837951664e-05
arrêté	à	1.15065698653e-05
dern	middling	1.15065698653e-05
egyptien	extérieure	1.15065698653e-05
importations	liverpool	1.15065698653e-05
été	remis	1.15065698653e-05
brut	mise	1.14293445642e-05
jouissance	avril	1.14293445642e-05
juillet	tme	1.14293445642e-05
lundi	à	1.14293445642e-05
ventes	mars	1.14293445642e-05
voyage	à	1.14293445642e-05
vrai	dire	1.14293445642e-05
amp	union	1.1352119263e-05
balles	dern	1.1352119263e-05
là	à	1.1352119263e-05
rio	recette	1.1352119263e-05
santos	recette	1.1352119263e-05
située	à	1.1352119263e-05
céder	après	1.12748939619e-05
maisons	pleyel	1.12748939619e-05
mme	dida	1.12748939619e-05
ottomane	panama	1.12748939619e-05
ouverte	à	1.12748939619e-05
résolu	à	1.12748939619e-05
samedi	dernier	1.12748939619e-05
était	allé	1.12748939619e-05
atteinte	à	1.11976686608e-05
dimanche	à	1.11976686608e-05
do	france	1.11976686608e-05
hongrois	banque	1.11976686608e-05
prise	à	1.11976686608e-05
rue	à	1.11976686608e-05
répétition	générale	1.11976686608e-05
société	française	1.11976686608e-05
vente	accord	1.11976686608e-05
à	passer	1.11976686608e-05
après	à	1.11204433597e-05
beers	russe	1.11204433597e-05
compte	à	1.11204433597e-05
gragé	à	1.11204433597e-05
jour	même	1.11204433597e-05
même	jour	1.11204433597e-05
paris	fin	1.11204433597e-05
répond	à	1.11204433597e-05
secrétaire	perpétuel	1.11204433597e-05
tenir	à	1.11204433597e-05
antonin	proust	1.10432180586e-05
cylindre	à	1.10432180586e-05
donna	tullia	1.10432180586e-05
mars	ventes	1.10432180586e-05
moment	même	1.10432180586e-05
méridionaux	italiens	1.10432180586e-05
primes	fin	1.10432180586e-05
revenu	à	1.10432180586e-05
amené	à	1.09659927575e-05
demeurant	rue	1.09659927575e-05
déjà	dit	1.09659927575e-05
forcés	à	1.09659927575e-05
inférieur	à	1.09659927575e-05
présent	à	1.09659927575e-05
tenant	compte	1.09659927575e-05
tenue	hier	1.09659927575e-05
à	demi	1.09659927575e-05
à	huiles	1.09659927575e-05
à	lot	1.09659927575e-05
à	temps	1.09659927575e-05
à	tirer	1.09659927575e-05
été	adopté	1.09659927575e-05
été	tué	1.09659927575e-05
affaire	à	1.08887674564e-05
avril	ventes	1.08887674564e-05
bons	do	1.08887674564e-05
coup	sûr	1.08887674564e-05
devaient	être	1.08887674564e-05
juin	ventes	1.08887674564e-05
maison	sise	1.08887674564e-05
mois	plomb	1.08887674564e-05
panama	canal	1.08887674564e-05
élevées	à	1.08887674564e-05
été	également	1.08887674564e-05
avocat	à	1.08115421553e-05
consacrée	à	1.08115421553e-05
consul	général	1.08115421553e-05
dimanche	dernier	1.08115421553e-05
fer	français	1.08115421553e-05
môme	temps	1.08115421553e-05
remettre	à	1.08115421553e-05
soumises	à	1.08115421553e-05
à	soutenir	1.08115421553e-05
à	ventes	1.08115421553e-05
été	ment	1.08115421553e-05
été	pris	1.08115421553e-05
banque	petitjean	1.07343168542e-05
bourgeois	ministre	1.07343168542e-05
consacré	à	1.07343168542e-05
dernier	moment	1.07343168542e-05
francs	dito	1.07343168542e-05
gâtinais	à	1.07343168542e-05
janvier	mars	1.07343168542e-05
jour	suivant	1.07343168542e-05
paris	où	1.07343168542e-05
renvoyée	à	1.07343168542e-05
très	bonne	1.07343168542e-05
ans	après	1.06570915531e-05
bonne	grâce	1.06570915531e-05
chargeurs	réunis	1.06570915531e-05
faillites	jugements	1.06570915531e-05
fidèle	à	1.06570915531e-05
good	average	1.06570915531e-05
grandes	villes	1.06570915531e-05
guillaume	marks	1.06570915531e-05
heures	après	1.06570915531e-05
homme	à	1.06570915531e-05
mal	à	1.06570915531e-05
mer	houleuse	1.06570915531e-05
mme	sarah	1.06570915531e-05
premier	jour	1.06570915531e-05
voir	à	1.06570915531e-05
voitures	urbaine	1.06570915531e-05
avoines	poids	1.0579866252e-05
banque	à	1.0579866252e-05
canal	interocéanique	1.0579866252e-05
do	francs	1.0579866252e-05
haute	cour	1.0579866252e-05
invités	à	1.0579866252e-05
marché	mois	1.0579866252e-05
nouvelles	avril	1.0579866252e-05
à	kilomètres	1.0579866252e-05
était	impossible	1.0579866252e-05
cardinal	lavigerie	1.05026409508e-05
dant	à	1.05026409508e-05
doit	faire	1.05026409508e-05
henri	iv	1.05026409508e-05
terme	cours	1.05026409508e-05
valeurs	industrielles	1.05026409508e-05
à	déclarer	1.05026409508e-05
à	force	1.05026409508e-05
à	seigles	1.05026409508e-05
à	voter	1.05026409508e-05
été	prise	1.05026409508e-05
disposés	à	1.04254156497e-05
point	où	1.04254156497e-05
rend	compte	1.04254156497e-05
rio	santos	1.04254156497e-05
songe	à	1.04254156497e-05
touraine	à	1.04254156497e-05
troisième	acte	1.04254156497e-05
à	remplir	1.04254156497e-05
berlin	avril	1.03481903486e-05
blanc	à	1.03481903486e-05
conforme	à	1.03481903486e-05
conseils	municipaux	1.03481903486e-05
grande	quantité	1.03481903486e-05
jaune	à	1.03481903486e-05
net	mise	1.03481903486e-05
officielle	peignés	1.03481903486e-05
phénix	espagnol	1.03481903486e-05
trouve	à	1.03481903486e-05
vient	do	1.03481903486e-05
à	assurer	1.03481903486e-05
à	voix	1.03481903486e-05
été	voté	1.03481903486e-05
années	à	1.02709650475e-05
louis	xvi	1.02709650475e-05
mesures	prises	1.02709650475e-05
mois	après	1.02709650475e-05
propre	à	1.02709650475e-05
rendu	hier	1.02709650475e-05
sait	à	1.02709650475e-05
temps	va	1.02709650475e-05
à	bref	1.02709650475e-05
élections	municipales	1.02709650475e-05
allusion	à	1.01937397464e-05
marché	cote	1.01937397464e-05
ouvriers	à	1.01937397464e-05
premier	à	1.01937397464e-05
servi	à	1.01937397464e-05
voté	à	1.01937397464e-05
à	lille	1.01937397464e-05
étrangers	à	1.01937397464e-05
condamnés	à	1.01165144453e-05
foreign	office	1.01165144453e-05
loi	militaire	1.01165144453e-05
rue	paris	1.01165144453e-05
sacs	cap	1.01165144453e-05
à	entrer	1.01165144453e-05
an	amp	1.00392891442e-05
doit	à	1.00392891442e-05
extra	à	1.00392891442e-05
réserve	à	1.00392891442e-05
ventes	qualité	1.00392891442e-05
voulu	faire	1.00392891442e-05
à	avoir	1.00392891442e-05
à	coucher	1.00392891442e-05
à	là	1.00392891442e-05
à	paul	1.00392891442e-05
à	valentia	1.00392891442e-05
éditeur	rue	1.00392891442e-05
été	transporté	1.00392891442e-05
adresse	à	9.96206384308e-06
berlin	amsterdam	9.96206384308e-06
centimes	à	9.96206384308e-06
clôture	cuivre	9.96206384308e-06
espagnol	anglais	9.96206384308e-06
esprits	nord	9.96206384308e-06
faire	entendre	9.96206384308e-06
faut	ajouter	9.96206384308e-06
femme	à	9.96206384308e-06
gouvernement	anglais	9.96206384308e-06
nuit	dernière	9.96206384308e-06
rive	droite	9.96206384308e-06
très	beau	9.96206384308e-06
à	vue	9.96206384308e-06
était	resté	9.96206384308e-06
bruts	marché	9.88483854197e-06
camille	pelletan	9.88483854197e-06
comité	central	9.88483854197e-06
etain	à	9.88483854197e-06
faire	croire	9.88483854197e-06
gaz	général	9.88483854197e-06
graines	vendu	9.88483854197e-06
grands	magasins	9.88483854197e-06
hier	ciel	9.88483854197e-06
lettre	adressée	9.88483854197e-06
marché	santos	9.88483854197e-06
monde	à	9.88483854197e-06
peine	ventes	9.88483854197e-06
pouvant	être	9.88483854197e-06
trop	tard	9.88483854197e-06
à	aller	9.88483854197e-06
borne	à	9.80761324086e-06
correspondant	spécial	9.80761324086e-06
heure	à	9.80761324086e-06
mieux	à	9.80761324086e-06
ordre	à	9.80761324086e-06
produit	à	9.80761324086e-06
remise	à	9.80761324086e-06
sciences	morales	9.80761324086e-06
second	acte	9.80761324086e-06
tarif	minimum	9.80761324086e-06
très	ordinaire	9.80761324086e-06
à	grands	9.80761324086e-06
à	générale	9.80761324086e-06
à	lire	9.80761324086e-06
commis	à	9.73038793976e-06
daily	news	9.73038793976e-06
donne	lieu	9.73038793976e-06
dupalet	rue	9.73038793976e-06
février	avril	9.73038793976e-06
marché	good	9.73038793976e-06
parvenu	à	9.73038793976e-06
plein	air	9.73038793976e-06
pétrole	sucres	9.73038793976e-06
renvoyé	à	9.73038793976e-06
rome	mars	9.73038793976e-06
semble	avoir	9.73038793976e-06
soumise	à	9.73038793976e-06
train	spécial	9.73038793976e-06
à	laisser	9.73038793976e-06
à	obtenir	9.73038793976e-06
blé	roux	9.65316263865e-06
contributions	directes	9.65316263865e-06
eût	pu	9.65316263865e-06
font	partie	9.65316263865e-06
francs	sacs	9.65316263865e-06
glasgow	à	9.65316263865e-06
gouvernement	allemand	9.65316263865e-06
paraît	avoir	9.65316263865e-06
parisien	avril	9.65316263865e-06
qx	azime	9.65316263865e-06
très	bon	9.65316263865e-06
à	grande	9.65316263865e-06
était	âgé	9.65316263865e-06
été	victime	9.65316263865e-06
faut	faire	9.57593733754e-06
garnison	à	9.57593733754e-06
général	do	9.57593733754e-06
honneur	à	9.57593733754e-06
majeure	partie	9.57593733754e-06
modus	vivendi	9.57593733754e-06
nouveau	à	9.57593733754e-06
obligations	à	9.57593733754e-06
peut	à	9.57593733754e-06
société	centrale	9.57593733754e-06
à	amp	9.57593733754e-06
à	examiner	9.57593733754e-06
à	inchangé	9.57593733754e-06
à	reprendre	9.57593733754e-06
était	arrivé	9.57593733754e-06
été	mise	9.57593733754e-06
bureaux	ae	9.49871203643e-06
candidats	à	9.49871203643e-06
dernière	fois	9.49871203643e-06
livré	à	9.49871203643e-06
rome	à	9.49871203643e-06
réunion	à	9.49871203643e-06
vendu	balles	9.49871203643e-06
ventes	liverpool	9.49871203643e-06
à	jouer	9.49871203643e-06
à	penser	9.49871203643e-06
à	sicié	9.49871203643e-06
à	très	9.49871203643e-06
compagnie	générale	9.42148673532e-06
comte	taaffe	9.42148673532e-06
cuivre	cpt	9.42148673532e-06
direction	générale	9.42148673532e-06
mardi	à	9.42148673532e-06
ment	où	9.42148673532e-06
nouvelles	maritimes	9.42148673532e-06
possible	à	9.42148673532e-06
qx	ghirka	9.42148673532e-06
semaine	à	9.42148673532e-06
sir	john	9.42148673532e-06
suppléant	à	9.42148673532e-06
à	court	9.42148673532e-06
à	minuit	9.42148673532e-06
à	trouver	9.42148673532e-06
été	envoyé	9.42148673532e-06
analogue	à	9.34426143421e-06
banque	do	9.34426143421e-06
conseil	à	9.34426143421e-06
correspondant	à	9.34426143421e-06
crise	ministérielle	9.34426143421e-06
céder	à	9.34426143421e-06
livres	sterling	9.34426143421e-06
ministre	à	9.34426143421e-06
moscou	à	9.34426143421e-06
nouveau	portugais	9.34426143421e-06
proposition	tendant	9.34426143421e-06
température	monte	9.34426143421e-06
à	ment	9.34426143421e-06
à	modifier	9.34426143421e-06
assez	grand	9.2670361331e-06
code	civil	9.2670361331e-06
commission	spéciale	9.2670361331e-06
décembre	dernier	9.2670361331e-06
faire	part	9.2670361331e-06
faire	remarquer	9.2670361331e-06
fer	économiques	9.2670361331e-06
good	rage	9.2670361331e-06
ii	à	9.2670361331e-06
réunion	tenue	9.2670361331e-06
tabacs	ottomans	9.2670361331e-06
venait	à	9.2670361331e-06
était	fort	9.2670361331e-06
été	dit	9.2670361331e-06
chasseurs	à	9.18981083199e-06
constans	ministre	9.18981083199e-06
courant	fin	9.18981083199e-06
dernières	élections	9.18981083199e-06
grande	salle	9.18981083199e-06
parti	à	9.18981083199e-06
qx	dur	9.18981083199e-06
rue	do	9.18981083199e-06
tendent	à	9.18981083199e-06
à	auvergne	9.18981083199e-06
à	sofia	9.18981083199e-06
à	tant	9.18981083199e-06
étaient	à	9.18981083199e-06
ambassadeur	à	9.11258553088e-06
décidés	à	9.11258553088e-06
paix	à	9.11258553088e-06
partie	à	9.11258553088e-06
première	ligne	9.11258553088e-06
vendre	à	9.11258553088e-06
à	importations	9.11258553088e-06
à	janvier	9.11258553088e-06
à	voie	9.11258553088e-06
ainsi	conçue	9.03536022977e-06
classe	à	9.03536022977e-06
consolidés	unifiée	9.03536022977e-06
courant	février	9.03536022977e-06
descendu	à	9.03536022977e-06
dr	adler	9.03536022977e-06
environ	mise	9.03536022977e-06
faire	appel	9.03536022977e-06
gros	bétail	9.03536022977e-06
henry	vente	9.03536022977e-06
jouissance	itmo	9.03536022977e-06
peigné	courant	9.03536022977e-06
substitut	à	9.03536022977e-06
transatlantique	à	9.03536022977e-06
villette	vente	9.03536022977e-06
à	beau	9.03536022977e-06
à	défendre	9.03536022977e-06
à	feu	9.03536022977e-06
à	reconnaître	9.03536022977e-06
à	rester	9.03536022977e-06
accordé	à	8.95813492866e-06
attribué	à	8.95813492866e-06
cote	courant	8.95813492866e-06
droit	commun	8.95813492866e-06
escompte	à	8.95813492866e-06
faire	disparaître	8.95813492866e-06
fin	prochain	8.95813492866e-06
grande	importance	8.95813492866e-06
hommes	politiques	8.95813492866e-06
immédiatement	à	8.95813492866e-06
loi	tendant	8.95813492866e-06
mesures	à	8.95813492866e-06
représentation	à	8.95813492866e-06
seul	moyen	8.95813492866e-06
tions	à	8.95813492866e-06
très	vif	8.95813492866e-06
à	carnot	8.95813492866e-06
à	désirer	8.95813492866e-06
à	environ	8.95813492866e-06
été	arrêtés	8.95813492866e-06
artistes	français	8.88090962755e-06
aussitôt	à	8.88090962755e-06
faibles	pressions	8.88090962755e-06
parti	socialiste	8.88090962755e-06
pays	autrichiens	8.88090962755e-06
projet	do	8.88090962755e-06
publié	hier	8.88090962755e-06
resté	à	8.88090962755e-06
tardé	à	8.88090962755e-06
trait	à	8.88090962755e-06
à	maintenir	8.88090962755e-06
autorisés	à	8.80368432645e-06
avance	à	8.80368432645e-06
candidat	à	8.80368432645e-06
coup	à	8.80368432645e-06
donner	lieu	8.80368432645e-06
grandes	lignes	8.80368432645e-06
juin	dernier	8.80368432645e-06
juin	tme	8.80368432645e-06
londres	traites	8.80368432645e-06
longtemps	à	8.80368432645e-06
placé	à	8.80368432645e-06
presque	à	8.80368432645e-06
prince	henri	8.80368432645e-06
régime	douanier	8.80368432645e-06
réunis	hier	8.80368432645e-06
tendance	dépêches	8.80368432645e-06
tête	à	8.80368432645e-06
à	dater	8.80368432645e-06
à	publique	8.80368432645e-06
acheteurs	à	8.72645902534e-06
adopté	à	8.72645902534e-06
beau	temps	8.72645902534e-06
billets	à	8.72645902534e-06
do	faire	8.72645902534e-06
grandes	manœuvres	8.72645902534e-06
jardin	concerts	8.72645902534e-06
ministres	réuni	8.72645902534e-06
mutuel	à	8.72645902534e-06
paris	port	8.72645902534e-06
permettre	à	8.72645902534e-06
peut	donner	8.72645902534e-06
président	do	8.72645902534e-06
souvent	à	8.72645902534e-06
à	pois	8.72645902534e-06
à	tir	8.72645902534e-06
à	york	8.72645902534e-06
chemins	do	8.64923372423e-06
compagnie	parisienne	8.64923372423e-06
conseillers	généraux	8.64923372423e-06
courant	type	8.64923372423e-06
grande	vitesse	8.64923372423e-06
hausse	recettes	8.64923372423e-06
jean	chêne	8.64923372423e-06
négocie	à	8.64923372423e-06
proie	à	8.64923372423e-06
semaine	prochaine	8.64923372423e-06
suédois	juin	8.64923372423e-06
à	accorder	8.64923372423e-06
à	défaut	8.64923372423e-06
à	montrer	8.64923372423e-06
à	près	8.64923372423e-06
à	quitter	8.64923372423e-06
à	sucres	8.64923372423e-06
été	appelé	8.64923372423e-06
été	élus	8.64923372423e-06
adler	avenue	8.57200842312e-06
bureau	à	8.57200842312e-06
commercial	dépêches	8.57200842312e-06
enrouements	coqueluche	8.57200842312e-06
kil	à	8.57200842312e-06
liquidation	farines	8.57200842312e-06
première	séance	8.57200842312e-06
résultats	obtenus	8.57200842312e-06
réunion	publique	8.57200842312e-06
réunira	à	8.57200842312e-06
semblable	à	8.57200842312e-06
tenait	à	8.57200842312e-06
voie	ferrée	8.57200842312e-06
voix	à	8.57200842312e-06
à	nancy	8.57200842312e-06
à	remarquer	8.57200842312e-06
à	signaler	8.57200842312e-06
banque	parisienne	8.49478312201e-06
devoir	être	8.49478312201e-06
jeudi	prochain	8.49478312201e-06
jeudi	à	8.49478312201e-06
journée	à	8.49478312201e-06
lourd	à	8.49478312201e-06
mot	à	8.49478312201e-06
politique	à	8.49478312201e-06
premier	coup	8.49478312201e-06
présent	avis	8.49478312201e-06
remonte	à	8.49478312201e-06
rue	jacob	8.49478312201e-06
récemment	à	8.49478312201e-06
secours	mutuels	8.49478312201e-06
situé	à	8.49478312201e-06
à	domicile	8.49478312201e-06
à	entendre	8.49478312201e-06
à	esprits	8.49478312201e-06
commercial	marchandises	8.4175578209e-06
dernière	à	8.4175578209e-06
faire	cesser	8.4175578209e-06
immédiatement	après	8.4175578209e-06
louis	xv	8.4175578209e-06
