SOURCE	TARGET	WEIGHT	WEIGHT*100000
nu	escompte	1.44E-05	1.436390601
turc	egyptien	1.44E-05	1.436390601
à	liquidation	1.44E-05	1.436390601
consenti	à	1.43E-05	1.428668071
disponible	à	1.42E-05	1.42094554
do	fer	1.42E-05	1.42094554
liquidations	judiciaires	1.42E-05	1.42094554
paris	mai	1.42E-05	1.42094554
partout	où	1.42E-05	1.42094554
pays	où	1.42E-05	1.42094554
plaisir	à	1.41E-05	1.41322301
recettes	marché	1.41E-05	1.41322301
songé	à	1.41E-05	1.41322301
suez	bons	1.41E-05	1.41322301
très	belle	1.41E-05	1.41322301
bonne	volonté	1.41E-05	1.40550048
chercher	à	1.41E-05	1.40550048
comptant	cours	1.41E-05	1.40550048
république	française	1.41E-05	1.40550048
à	madrid	1.41E-05	1.40550048
était	déjà	1.41E-05	1.40550048
assisté	à	1.40E-05	1.39777795
fer	à	1.40E-05	1.39777795
peut	avoir	1.40E-05	1.39777795
situation	financière	1.40E-05	1.39777795
type	courant	1.40E-05	1.39777795
décembre	à	1.39E-05	1.39005542
fin	courant	1.39E-05	1.39005542
question	à	1.39E-05	1.39005542
sucres	français	1.39E-05	1.39005542
tant	à	1.39E-05	1.39005542
à	balles	1.39E-05	1.39005542
été	question	1.39E-05	1.39005542
arrivés	à	1.38E-05	1.38233289
avoués	à	1.38E-05	1.38233289
nuit	à	1.38E-05	1.38233289
à	gagner	1.38E-05	1.38233289
à	tenir	1.38E-05	1.38233289
hommage	à	1.37E-05	1.37461036
nue	propriété	1.37E-05	1.37461036
petit	nombre	1.37E-05	1.37461036
à	versailles	1.37E-05	1.37461036
avoir	à	1.37E-05	1.36688783
grand	succès	1.37E-05	1.36688783
mois	sii	1.37E-05	1.36688783
annoncé	hier	1.36E-05	1.3591653
bref	délai	1.36E-05	1.3591653
jour	pur	1.36E-05	1.3591653
transporté	à	1.36E-05	1.3591653
à	alger	1.36E-05	1.3591653
à	constantinople	1.36E-05	1.3591653
autorisé	à	1.35E-05	1.351442769
croire	à	1.35E-05	1.351442769
difficile	à	1.35E-05	1.351442769
fixée	à	1.35E-05	1.351442769
informations	financières	1.35E-05	1.351442769
maximum	minimum	1.35E-05	1.351442769
mois	zinc	1.35E-05	1.351442769
premier	rang	1.35E-05	1.351442769
servir	à	1.35E-05	1.351442769
chronique	electorale	1.34E-05	1.343720239
dimanche	prochain	1.34E-05	1.343720239
détroits	à	1.34E-05	1.343720239
matières	premières	1.34E-05	1.343720239
mme	veuve	1.34E-05	1.343720239
offert	à	1.34E-05	1.343720239
premiers	mois	1.34E-05	1.343720239
rio	tharsis	1.34E-05	1.343720239
upland	ventes	1.34E-05	1.343720239
calme	à	1.34E-05	1.335997709
conseiller	à	1.34E-05	1.335997709
continuer	à	1.34E-05	1.335997709
demain	à	1.34E-05	1.335997709
probables	importations	1.34E-05	1.335997709
russe	italien	1.34E-05	1.335997709
à	farines	1.34E-05	1.335997709
à	ii	1.34E-05	1.335997709
à	ris	1.34E-05	1.335997709
aussitôt	après	1.33E-05	1.328275179
conseils	généraux	1.33E-05	1.328275179
dit	hier	1.33E-05	1.328275179
esprit	nord	1.33E-05	1.328275179
lieu	demain	1.33E-05	1.328275179
roubles	à	1.33E-05	1.328275179
va	rester	1.33E-05	1.328275179
banque	foncière	1.32E-05	1.320552649
docteur	koch	1.32E-05	1.320552649
nord	à	1.32E-05	1.320552649
panama	parts	1.32E-05	1.320552649
à	demander	1.32E-05	1.320552649
à	dre	1.32E-05	1.320552649
amp	à	1.31E-05	1.312830119
bruit	court	1.31E-05	1.312830119
crédit	industriel	1.31E-05	1.312830119
effet	à	1.31E-05	1.312830119
novembre	à	1.31E-05	1.312830119
second	tour	1.31E-05	1.312830119
service	militaire	1.31E-05	1.312830119
à	lisbonne	1.31E-05	1.312830119
à	marché	1.31E-05	1.312830119
à	queue	1.31E-05	1.312830119
être	à	1.31E-05	1.312830119
bulletin	financier	1.31E-05	1.305107589
del	ferice	1.31E-05	1.305107589
faire	passer	1.31E-05	1.305107589
française	à	1.31E-05	1.305107589
publique	à	1.31E-05	1.305107589
reçu	hier	1.31E-05	1.305107589
rue	auber	1.31E-05	1.305107589
foncier	colonial	1.30E-05	1.297385059
journal	financier	1.30E-05	1.297385059
nord	société	1.30E-05	1.297385059
passé	à	1.30E-05	1.297385059
à	mo	1.30E-05	1.297385059
à	toulon	1.30E-05	1.297385059
août	cafés	1.29E-05	1.289662529
berlin	roubles	1.29E-05	1.289662529
doute	à	1.29E-05	1.289662529
juge	à	1.29E-05	1.289662529
mettre	fin	1.29E-05	1.289662529
soumettre	à	1.29E-05	1.289662529
à	tre	1.29E-05	1.289662529
affaires	maritimes	1.28E-05	1.281939998
bon	courant	1.28E-05	1.281939998
corps	à	1.28E-05	1.281939998
grande	majorité	1.28E-05	1.281939998
séjour	à	1.28E-05	1.281939998
terme	marché	1.28E-05	1.281939998
à	boulogne	1.28E-05	1.281939998
également	à	1.28E-05	1.281939998
accord	location	1.27E-05	1.274217468
bonne	heure	1.27E-05	1.274217468
circulation	tendance	1.27E-05	1.274217468
cotons	marché	1.27E-05	1.274217468
nouvelle	loi	1.27E-05	1.274217468
pianos	à	1.27E-05	1.274217468
borné	à	1.27E-05	1.266494938
cote	cielle	1.27E-05	1.266494938
derniers	jours	1.27E-05	1.266494938
location	pianos	1.27E-05	1.266494938
mois	dernier	1.27E-05	1.266494938
paris	juin	1.27E-05	1.266494938
premier	ordre	1.27E-05	1.266494938
recourir	à	1.27E-05	1.266494938
service	à	1.27E-05	1.266494938
volume	broché	1.27E-05	1.266494938
à	fr	1.27E-05	1.266494938
donner	satisfaction	1.26E-05	1.258772408
faire	partie	1.26E-05	1.258772408
lt	paris	1.26E-05	1.258772408
pu	faire	1.26E-05	1.258772408
rive	gauche	1.26E-05	1.258772408
à	ter	1.26E-05	1.258772408
corbeil	avoines	1.25E-05	1.251049878
invité	à	1.25E-05	1.251049878
ministre	do	1.25E-05	1.251049878
ministère	public	1.25E-05	1.251049878
musée	visions	1.25E-05	1.251049878
passer	à	1.25E-05	1.251049878
propres	à	1.25E-05	1.251049878
recours	à	1.25E-05	1.251049878
salle	à	1.25E-05	1.251049878
temps	après	1.25E-05	1.251049878
valeurs	russes	1.25E-05	1.251049878
à	créer	1.25E-05	1.251049878
comité	consultatif	1.24E-05	1.243327348
devrait	être	1.24E-05	1.243327348
obligations	cours	1.24E-05	1.243327348
à	moitié	1.24E-05	1.243327348
avoir	pris	1.24E-05	1.235604818
berlin	mars	1.24E-05	1.235604818
français	cristallisés	1.24E-05	1.235604818
loi	relatif	1.24E-05	1.235604818
moyen	âge	1.24E-05	1.235604818
petite	fille	1.24E-05	1.235604818
sucres	cristallisés	1.24E-05	1.235604818
vaut	mieux	1.24E-05	1.235604818
élections	générales	1.24E-05	1.235604818
code	pénal	1.23E-05	1.227882288
juge	suppléant	1.23E-05	1.227882288
suif	pressé	1.23E-05	1.227882288
ainsi	suit	1.22E-05	1.220159758
nouveau	journal	1.22E-05	1.220159758
panama	rio	1.22E-05	1.220159758
veuillez	agréer	1.22E-05	1.220159758
été	donnée	1.22E-05	1.220159758
été	prises	1.22E-05	1.220159758
congrès	international	1.21E-05	1.212437227
discussion	générale	1.21E-05	1.212437227
gouvernement	italien	1.21E-05	1.212437227
marchandises	paris	1.21E-05	1.212437227
sir	james	1.21E-05	1.212437227
traite	à	1.21E-05	1.212437227
données	à	1.20E-05	1.204714697
dès	maintenant	1.20E-05	1.204714697
guerre	à	1.20E-05	1.204714697
janvier	itme	1.20E-05	1.204714697
répondant	à	1.20E-05	1.204714697
société	nationale	1.20E-05	1.204714697
vint	à	1.20E-05	1.204714697
à	fin	1.20E-05	1.204714697
marseille	vendu	1.20E-05	1.196992167
premier	étage	1.20E-05	1.196992167
suez	société	1.20E-05	1.196992167
ville	à	1.20E-05	1.196992167
à	actuelle	1.20E-05	1.196992167
inférieure	à	1.19E-05	1.189269637
mauvais	temps	1.19E-05	1.189269637
prince	ferdinand	1.19E-05	1.189269637
queue	pianos	1.19E-05	1.189269637
renseignements	à	1.19E-05	1.189269637
à	gaz	1.19E-05	1.189269637
assistaient	à	1.18E-05	1.181547107
croit	savoir	1.18E-05	1.181547107
dern	total	1.18E-05	1.181547107
faire	valoir	1.18E-05	1.181547107
parti	pris	1.18E-05	1.181547107
particuliers	allemagne	1.18E-05	1.181547107
pris	place	1.18E-05	1.181547107
réuni	hier	1.18E-05	1.181547107
était	trop	1.18E-05	1.181547107
appelée	à	1.17E-05	1.173824577
cuivre	à	1.17E-05	1.173824577
fort	à	1.17E-05	1.173824577
à	manger	1.17E-05	1.173824577
bombay	calcutta	1.17E-05	1.166102047
lettre	à	1.17E-05	1.166102047
obligations	dente	1.17E-05	1.166102047
pourraient	être	1.17E-05	1.166102047
satisfaction	à	1.17E-05	1.166102047
sucres	rm	1.17E-05	1.166102047
vendeurs	à	1.17E-05	1.166102047
vienne	napoléons	1.17E-05	1.166102047
vin	rue	1.17E-05	1.166102047
chicago	roux	1.16E-05	1.158379517
rente	foncière	1.16E-05	1.158379517
santos	bon	1.16E-05	1.158379517
à	accepter	1.16E-05	1.158379517
à	livrer	1.16E-05	1.158379517
été	reçus	1.16E-05	1.158379517
être	mis	1.16E-05	1.158379517
arrêté	à	1.15E-05	1.150656987
dern	middling	1.15E-05	1.150656987
egyptien	extérieure	1.15E-05	1.150656987
importations	liverpool	1.15E-05	1.150656987
été	remis	1.15E-05	1.150656987
brut	mise	1.14E-05	1.142934456
jouissance	avril	1.14E-05	1.142934456
juillet	tme	1.14E-05	1.142934456
lundi	à	1.14E-05	1.142934456
ventes	mars	1.14E-05	1.142934456
voyage	à	1.14E-05	1.142934456
vrai	dire	1.14E-05	1.142934456
amp	union	1.14E-05	1.135211926
balles	dern	1.14E-05	1.135211926
là	à	1.14E-05	1.135211926
rio	recette	1.14E-05	1.135211926
santos	recette	1.14E-05	1.135211926
située	à	1.14E-05	1.135211926
céder	après	1.13E-05	1.127489396
maisons	pleyel	1.13E-05	1.127489396
mme	dida	1.13E-05	1.127489396
ottomane	panama	1.13E-05	1.127489396
ouverte	à	1.13E-05	1.127489396
résolu	à	1.13E-05	1.127489396
samedi	dernier	1.13E-05	1.127489396
était	allé	1.13E-05	1.127489396
atteinte	à	1.12E-05	1.119766866
dimanche	à	1.12E-05	1.119766866
do	france	1.12E-05	1.119766866
hongrois	banque	1.12E-05	1.119766866
prise	à	1.12E-05	1.119766866
rue	à	1.12E-05	1.119766866
répétition	générale	1.12E-05	1.119766866
société	française	1.12E-05	1.119766866
vente	accord	1.12E-05	1.119766866
à	passer	1.12E-05	1.119766866
après	à	1.11E-05	1.112044336
beers	russe	1.11E-05	1.112044336
compte	à	1.11E-05	1.112044336
gragé	à	1.11E-05	1.112044336
jour	même	1.11E-05	1.112044336
même	jour	1.11E-05	1.112044336
paris	fin	1.11E-05	1.112044336
répond	à	1.11E-05	1.112044336
secrétaire	perpétuel	1.11E-05	1.112044336
tenir	à	1.11E-05	1.112044336
antonin	proust	1.10E-05	1.104321806
cylindre	à	1.10E-05	1.104321806
donna	tullia	1.10E-05	1.104321806
mars	ventes	1.10E-05	1.104321806
moment	même	1.10E-05	1.104321806
méridionaux	italiens	1.10E-05	1.104321806
primes	fin	1.10E-05	1.104321806
revenu	à	1.10E-05	1.104321806
amené	à	1.10E-05	1.096599276
demeurant	rue	1.10E-05	1.096599276
déjà	dit	1.10E-05	1.096599276
forcés	à	1.10E-05	1.096599276
inférieur	à	1.10E-05	1.096599276
présent	à	1.10E-05	1.096599276
tenant	compte	1.10E-05	1.096599276
tenue	hier	1.10E-05	1.096599276
à	demi	1.10E-05	1.096599276
à	huiles	1.10E-05	1.096599276
à	lot	1.10E-05	1.096599276
à	temps	1.10E-05	1.096599276
à	tirer	1.10E-05	1.096599276
été	adopté	1.10E-05	1.096599276
été	tué	1.10E-05	1.096599276
affaire	à	1.09E-05	1.088876746
avril	ventes	1.09E-05	1.088876746
bons	do	1.09E-05	1.088876746
coup	sûr	1.09E-05	1.088876746
devaient	être	1.09E-05	1.088876746
juin	ventes	1.09E-05	1.088876746
maison	sise	1.09E-05	1.088876746
mois	plomb	1.09E-05	1.088876746
panama	canal	1.09E-05	1.088876746
élevées	à	1.09E-05	1.088876746
été	également	1.09E-05	1.088876746
avocat	à	1.08E-05	1.081154216
consacrée	à	1.08E-05	1.081154216
consul	général	1.08E-05	1.081154216
dimanche	dernier	1.08E-05	1.081154216
fer	français	1.08E-05	1.081154216
môme	temps	1.08E-05	1.081154216
remettre	à	1.08E-05	1.081154216
soumises	à	1.08E-05	1.081154216
à	soutenir	1.08E-05	1.081154216
à	ventes	1.08E-05	1.081154216
été	ment	1.08E-05	1.081154216
été	pris	1.08E-05	1.081154216
banque	petitjean	1.07E-05	1.073431685
bourgeois	ministre	1.07E-05	1.073431685
consacré	à	1.07E-05	1.073431685
dernier	moment	1.07E-05	1.073431685
francs	dito	1.07E-05	1.073431685
gâtinais	à	1.07E-05	1.073431685
janvier	mars	1.07E-05	1.073431685
jour	suivant	1.07E-05	1.073431685
paris	où	1.07E-05	1.073431685
renvoyée	à	1.07E-05	1.073431685
très	bonne	1.07E-05	1.073431685
ans	après	1.07E-05	1.065709155
bonne	grâce	1.07E-05	1.065709155
chargeurs	réunis	1.07E-05	1.065709155
faillites	jugements	1.07E-05	1.065709155
fidèle	à	1.07E-05	1.065709155
good	average	1.07E-05	1.065709155
grandes	villes	1.07E-05	1.065709155
guillaume	marks	1.07E-05	1.065709155
heures	après	1.07E-05	1.065709155
homme	à	1.07E-05	1.065709155
mal	à	1.07E-05	1.065709155
mer	houleuse	1.07E-05	1.065709155
mme	sarah	1.07E-05	1.065709155
premier	jour	1.07E-05	1.065709155
voir	à	1.07E-05	1.065709155
voitures	urbaine	1.07E-05	1.065709155
avoines	poids	1.06E-05	1.057986625
banque	à	1.06E-05	1.057986625
canal	interocéanique	1.06E-05	1.057986625
do	francs	1.06E-05	1.057986625
haute	cour	1.06E-05	1.057986625
invités	à	1.06E-05	1.057986625
marché	mois	1.06E-05	1.057986625
nouvelles	avril	1.06E-05	1.057986625
à	kilomètres	1.06E-05	1.057986625
était	impossible	1.06E-05	1.057986625
cardinal	lavigerie	1.05E-05	1.050264095
dant	à	1.05E-05	1.050264095
doit	faire	1.05E-05	1.050264095
henri	iv	1.05E-05	1.050264095
terme	cours	1.05E-05	1.050264095
valeurs	industrielles	1.05E-05	1.050264095
à	déclarer	1.05E-05	1.050264095
à	force	1.05E-05	1.050264095
à	seigles	1.05E-05	1.050264095
à	voter	1.05E-05	1.050264095
été	prise	1.05E-05	1.050264095
disposés	à	1.04E-05	1.042541565
point	où	1.04E-05	1.042541565
rend	compte	1.04E-05	1.042541565
rio	santos	1.04E-05	1.042541565
songe	à	1.04E-05	1.042541565
touraine	à	1.04E-05	1.042541565
troisième	acte	1.04E-05	1.042541565
à	remplir	1.04E-05	1.042541565
berlin	avril	1.03E-05	1.034819035
blanc	à	1.03E-05	1.034819035
conforme	à	1.03E-05	1.034819035
conseils	municipaux	1.03E-05	1.034819035
grande	quantité	1.03E-05	1.034819035
jaune	à	1.03E-05	1.034819035
net	mise	1.03E-05	1.034819035
officielle	peignés	1.03E-05	1.034819035
phénix	espagnol	1.03E-05	1.034819035
trouve	à	1.03E-05	1.034819035
vient	do	1.03E-05	1.034819035
à	assurer	1.03E-05	1.034819035
à	voix	1.03E-05	1.034819035
été	voté	1.03E-05	1.034819035
années	à	1.03E-05	1.027096505
louis	xvi	1.03E-05	1.027096505
mesures	prises	1.03E-05	1.027096505
mois	après	1.03E-05	1.027096505
propre	à	1.03E-05	1.027096505
rendu	hier	1.03E-05	1.027096505
sait	à	1.03E-05	1.027096505
temps	va	1.03E-05	1.027096505
à	bref	1.03E-05	1.027096505
élections	municipales	1.03E-05	1.027096505
allusion	à	1.02E-05	1.019373975
marché	cote	1.02E-05	1.019373975
ouvriers	à	1.02E-05	1.019373975
premier	à	1.02E-05	1.019373975
servi	à	1.02E-05	1.019373975
voté	à	1.02E-05	1.019373975
à	lille	1.02E-05	1.019373975
étrangers	à	1.02E-05	1.019373975
condamnés	à	1.01E-05	1.011651445
foreign	office	1.01E-05	1.011651445
loi	militaire	1.01E-05	1.011651445
rue	paris	1.01E-05	1.011651445
sacs	cap	1.01E-05	1.011651445
à	entrer	1.01E-05	1.011651445
an	amp	1.00E-05	1.003928914
doit	à	1.00E-05	1.003928914
extra	à	1.00E-05	1.003928914
réserve	à	1.00E-05	1.003928914
ventes	qualité	1.00E-05	1.003928914
voulu	faire	1.00E-05	1.003928914
à	avoir	1.00E-05	1.003928914
à	coucher	1.00E-05	1.003928914
à	là	1.00E-05	1.003928914
à	paul	1.00E-05	1.003928914
à	valentia	1.00E-05	1.003928914
éditeur	rue	1.00E-05	1.003928914
été	transporté	1.00E-05	1.003928914
adresse	à	9.96E-06	0.996206384
berlin	amsterdam	9.96E-06	0.996206384
centimes	à	9.96E-06	0.996206384
clôture	cuivre	9.96E-06	0.996206384
espagnol	anglais	9.96E-06	0.996206384
esprits	nord	9.96E-06	0.996206384
faire	entendre	9.96E-06	0.996206384
faut	ajouter	9.96E-06	0.996206384
femme	à	9.96E-06	0.996206384
gouvernement	anglais	9.96E-06	0.996206384
nuit	dernière	9.96E-06	0.996206384
rive	droite	9.96E-06	0.996206384
très	beau	9.96E-06	0.996206384
à	vue	9.96E-06	0.996206384
était	resté	9.96E-06	0.996206384
bruts	marché	9.88E-06	0.988483854
camille	pelletan	9.88E-06	0.988483854
comité	central	9.88E-06	0.988483854
etain	à	9.88E-06	0.988483854
faire	croire	9.88E-06	0.988483854
gaz	général	9.88E-06	0.988483854
graines	vendu	9.88E-06	0.988483854
grands	magasins	9.88E-06	0.988483854
hier	ciel	9.88E-06	0.988483854
lettre	adressée	9.88E-06	0.988483854
marché	santos	9.88E-06	0.988483854
monde	à	9.88E-06	0.988483854
peine	ventes	9.88E-06	0.988483854
pouvant	être	9.88E-06	0.988483854
trop	tard	9.88E-06	0.988483854
à	aller	9.88E-06	0.988483854
borne	à	9.81E-06	0.980761324
correspondant	spécial	9.81E-06	0.980761324
heure	à	9.81E-06	0.980761324
mieux	à	9.81E-06	0.980761324
ordre	à	9.81E-06	0.980761324
produit	à	9.81E-06	0.980761324
remise	à	9.81E-06	0.980761324
sciences	morales	9.81E-06	0.980761324
second	acte	9.81E-06	0.980761324
tarif	minimum	9.81E-06	0.980761324
très	ordinaire	9.81E-06	0.980761324
à	grands	9.81E-06	0.980761324
à	générale	9.81E-06	0.980761324
à	lire	9.81E-06	0.980761324
commis	à	9.73E-06	0.973038794
daily	news	9.73E-06	0.973038794
donne	lieu	9.73E-06	0.973038794
dupalet	rue	9.73E-06	0.973038794
février	avril	9.73E-06	0.973038794
marché	good	9.73E-06	0.973038794
parvenu	à	9.73E-06	0.973038794
plein	air	9.73E-06	0.973038794
pétrole	sucres	9.73E-06	0.973038794
renvoyé	à	9.73E-06	0.973038794
rome	mars	9.73E-06	0.973038794
semble	avoir	9.73E-06	0.973038794
soumise	à	9.73E-06	0.973038794
train	spécial	9.73E-06	0.973038794
à	laisser	9.73E-06	0.973038794
à	obtenir	9.73E-06	0.973038794
blé	roux	9.65E-06	0.965316264
contributions	directes	9.65E-06	0.965316264
eût	pu	9.65E-06	0.965316264
font	partie	9.65E-06	0.965316264
francs	sacs	9.65E-06	0.965316264
glasgow	à	9.65E-06	0.965316264
gouvernement	allemand	9.65E-06	0.965316264
paraît	avoir	9.65E-06	0.965316264
parisien	avril	9.65E-06	0.965316264
qx	azime	9.65E-06	0.965316264
très	bon	9.65E-06	0.965316264
à	grande	9.65E-06	0.965316264
était	âgé	9.65E-06	0.965316264
été	victime	9.65E-06	0.965316264
faut	faire	9.58E-06	0.957593734
garnison	à	9.58E-06	0.957593734
général	do	9.58E-06	0.957593734
honneur	à	9.58E-06	0.957593734
majeure	partie	9.58E-06	0.957593734
modus	vivendi	9.58E-06	0.957593734
nouveau	à	9.58E-06	0.957593734
obligations	à	9.58E-06	0.957593734
peut	à	9.58E-06	0.957593734
société	centrale	9.58E-06	0.957593734
à	amp	9.58E-06	0.957593734
à	examiner	9.58E-06	0.957593734
à	inchangé	9.58E-06	0.957593734
à	reprendre	9.58E-06	0.957593734
était	arrivé	9.58E-06	0.957593734
été	mise	9.58E-06	0.957593734
bureaux	ae	9.50E-06	0.949871204
candidats	à	9.50E-06	0.949871204
dernière	fois	9.50E-06	0.949871204
livré	à	9.50E-06	0.949871204
rome	à	9.50E-06	0.949871204
réunion	à	9.50E-06	0.949871204
vendu	balles	9.50E-06	0.949871204
ventes	liverpool	9.50E-06	0.949871204
à	jouer	9.50E-06	0.949871204
à	penser	9.50E-06	0.949871204
à	sicié	9.50E-06	0.949871204
à	très	9.50E-06	0.949871204
compagnie	générale	9.42E-06	0.942148674
comte	taaffe	9.42E-06	0.942148674
cuivre	cpt	9.42E-06	0.942148674
direction	générale	9.42E-06	0.942148674
mardi	à	9.42E-06	0.942148674
ment	où	9.42E-06	0.942148674
nouvelles	maritimes	9.42E-06	0.942148674
possible	à	9.42E-06	0.942148674
qx	ghirka	9.42E-06	0.942148674
semaine	à	9.42E-06	0.942148674
sir	john	9.42E-06	0.942148674
suppléant	à	9.42E-06	0.942148674
à	court	9.42E-06	0.942148674
à	minuit	9.42E-06	0.942148674
à	trouver	9.42E-06	0.942148674
été	envoyé	9.42E-06	0.942148674
analogue	à	9.34E-06	0.934426143
banque	do	9.34E-06	0.934426143
conseil	à	9.34E-06	0.934426143
correspondant	à	9.34E-06	0.934426143
crise	ministérielle	9.34E-06	0.934426143
céder	à	9.34E-06	0.934426143
livres	sterling	9.34E-06	0.934426143
ministre	à	9.34E-06	0.934426143
moscou	à	9.34E-06	0.934426143
nouveau	portugais	9.34E-06	0.934426143
proposition	tendant	9.34E-06	0.934426143
température	monte	9.34E-06	0.934426143
à	ment	9.34E-06	0.934426143
à	modifier	9.34E-06	0.934426143
assez	grand	9.27E-06	0.926703613
code	civil	9.27E-06	0.926703613
commission	spéciale	9.27E-06	0.926703613
décembre	dernier	9.27E-06	0.926703613
faire	part	9.27E-06	0.926703613
faire	remarquer	9.27E-06	0.926703613
fer	économiques	9.27E-06	0.926703613
good	rage	9.27E-06	0.926703613
ii	à	9.27E-06	0.926703613
réunion	tenue	9.27E-06	0.926703613
tabacs	ottomans	9.27E-06	0.926703613
venait	à	9.27E-06	0.926703613
était	fort	9.27E-06	0.926703613
été	dit	9.27E-06	0.926703613
chasseurs	à	9.19E-06	0.918981083
constans	ministre	9.19E-06	0.918981083
courant	fin	9.19E-06	0.918981083
dernières	élections	9.19E-06	0.918981083
grande	salle	9.19E-06	0.918981083
parti	à	9.19E-06	0.918981083
qx	dur	9.19E-06	0.918981083
rue	do	9.19E-06	0.918981083
tendent	à	9.19E-06	0.918981083
à	auvergne	9.19E-06	0.918981083
à	sofia	9.19E-06	0.918981083
à	tant	9.19E-06	0.918981083
étaient	à	9.19E-06	0.918981083
ambassadeur	à	9.11E-06	0.911258553
décidés	à	9.11E-06	0.911258553
paix	à	9.11E-06	0.911258553
partie	à	9.11E-06	0.911258553
première	ligne	9.11E-06	0.911258553
vendre	à	9.11E-06	0.911258553
à	importations	9.11E-06	0.911258553
à	janvier	9.11E-06	0.911258553
à	voie	9.11E-06	0.911258553
ainsi	conçue	9.04E-06	0.903536023
classe	à	9.04E-06	0.903536023
consolidés	unifiée	9.04E-06	0.903536023
courant	février	9.04E-06	0.903536023
descendu	à	9.04E-06	0.903536023
dr	adler	9.04E-06	0.903536023
environ	mise	9.04E-06	0.903536023
faire	appel	9.04E-06	0.903536023
gros	bétail	9.04E-06	0.903536023
henry	vente	9.04E-06	0.903536023
jouissance	itmo	9.04E-06	0.903536023
peigné	courant	9.04E-06	0.903536023
substitut	à	9.04E-06	0.903536023
